componente,coste_componente_unitario,lote_componente
MAUX021,1.4681,2407-009
MAUX020,0.2328,2407-010
MAT262,6.629,2407-011
MAT372,8.2,2407-012
VAR420,4.27,2407-013
MAT397,4.9,2407-014
MAT398,7.7,2407-015
MAT241,1.3,2407-016
MAT287,2.14,2407-017
MAT297,5.4,2407-018
MAT027,0.809,2407-019
MAT379,2.253,2407-020
MAT292,0.0748,2407-021
MAT104,0.049,2407-022
MAT396,3.6,2407-023
MAT410,0.0,2407-024
MAT409,0.0,2407-025
MAT411,0.0,2407-026
MAT412,0.0,2407-027
MAUX496,0.0,2407-028
MAT290,6.3,2407-029
MAT038,8.1,2407-030
MAT312,1.8964,2407-031
MAT313,76.3851,2407-032
VAR444,0.0037,2407-033
MAT278,1.096,2407-034
MAT344,1.334,2407-035
MAT321,0.0,2407-036
MAT013,3.635,2407-037
MAT021,2.1,2407-038
MAT324,0.85,2407-039
MAT041,1.35,2407-040
MAT408,1.1,2407-041
VAR424,0.1803,2407-042
MAUX029,0.1803,2407-043
MAUX026,0.1803,2407-044
MAT154,3.0,2407-045
MAT373,5.5,2407-046
MAT048,6.3,2407-047
MAT178,10.1,2407-048
MAUX021,1.4681,2407-049
MAUX020,0.2328,2407-050
MAT013,3.635,2407-051
MAT396,3.99,2407-052
MAT397,4.9,2407-053
MAT398,7.7,2407-054
MAT190,1.34,2407-055
MAT229,18.67,2407-056
MAT319,26.0,2407-057
MAT320,6.62,2407-058
MAT322,13.19,2407-059
MAT388,11.34,2407-060
FGAR004,28.8,2407-061
FGAR002,28.04,2407-062
FGAR001,30.88,2407-063
MAT379,2.253,2407-064
MAT290,6.3,2407-065
VAR444,0.0037,2407-066
MAT020,1.12,2407-067
MAT339,2.107,2407-068
MAT296,3.592,2407-069
MAT355,2.3,2407-070
MAT166,5.42,2407-071
MAT137,12.77,2407-072
VAR420,4.27,2407-073
MAT389,37.75,2407-074
MAT397,4.9,2407-075
MAT398,7.7,2407-076
MAT257,3.6,2407-077
MAT242,1.988,2407-078
MAT400,3.45,2407-079
MAT396,3.75,2407-080
MAT345,3.4925,2407-081
MAT149,5.3,2407-082
VAR142,0.4254,2407-083
VAR444,0.0037,2407-084
MAUX024,0.0949,2407-085
MAUX021,1.4681,2407-086
MAUX020,0.2328,2407-087
MAT056,1.1,2407-088
MAT055,10.149,2407-089
MAT349,9.615,2407-090
MAT380,15.33,2407-091
MAT406,15.3,2407-092
MAT393,5.435,2407-093
MAT262,6.629,2407-094
MAT343,1.236,2407-095
MAT021,2.1,2407-096
MAT277,4.532,2407-097
VAR444,0.0037,2407-098
VAR119,0.1143,2407-099
MAT321,0.0,2407-100
MAT344,1.334,2407-101
MAT278,1.096,2407-102
MAUX021,1.4681,2407-103
MAUX020,0.2328,2407-104
VAR420,4.27,2407-105
MAT104,0.049,2407-106
MAT269,5.2,2407-107
MAT292,0.0748,2407-108
MAT073,0.99,2407-109
MAT033,0.95,2407-110
VAR444,0.0037,2407-111
MAT373,5.5,2407-112
MAT290,6.35,2407-113
MAT158,3.55,2407-114
MAT287,1.537,2407-115
MAT333,0.729,2407-116
MAT296,3.592,2407-117
MAT241,1.074,2407-118
MAT154,3.0,2407-119
VAR317,0.069,2407-120
VAR420,4.27,2407-121
MAT013,3.635,2407-122
MAT021,2.1,2407-123
MAT370,5.4,2407-124
MAT323,12.236,2407-125
MAT313,76.3851,2407-126
MAT312,1.8964,2407-127
MAUX021,1.4681,2407-128
MAUX020,0.2328,2407-129
MAT042,5.7,2407-130
MAUX025,1.11,2407-131
VAR444,0.0037,2407-132
MAT067,11.5,2407-133
MAT413,0.0,2407-134
MAT262,6.629,2408-001
MAT038,8.1,2408-002
MAT290,6.35,2408-003
VAR423,0.25,2408-004
MAUX042,0.0226,2408-005
MAUX046,0.0239,2408-006
MAUX047,0.0266,2408-007
MAUX058,0.0226,2408-008
MAT408,1.1,2408-009
MAT319,26.0,2408-010
MAT359,11.42,2408-011
MAT320,6.62,2408-012
MAT388,11.34,2408-013
MAUX063,7.75,2408-014
MAUX016,0.0012,2408-015
VAR417,0.016,2408-016
MAT020,1.12,2408-017
MAT303,1.236,2408-018
MAUX021,1.4681,2408-019
MAUX020,0.2328,2408-020
MAT278,1.096,2408-021
MAT344,1.334,2408-022
MAT021,2.1,2408-023
MAT297,5.4,2408-024
MAT396,3.99,2408-025
MAT242,1.988,2408-026
MAT398,7.7,2408-027
VAR444,0.0037,2408-028
MAT414,14.22,2408-029
MAT397,4.9,2408-030
MAT414,14.22,2408-031
MAT026,0.7006,2408-032
MAT017,0.2848,2408-033
MAT190,1.337,2408-034
MAT056,1.1,2408-035
MAT338,7.05,2408-036
MAT391,4.25,2408-037
MAT373,5.9,2408-038
MAUX021,1.4681,2408-039
MAUX020,0.2328,2408-040
MAT398,7.7,2408-041
MAT292,0.0748,2408-042
MAT379,2.253,2408-043
VAR444,0.0037,2408-044
MAT321,0.0,2408-045
MAT339,2.107,2408-046
MAT290,6.3,2408-047
MAT339,2.107,2408-048
MAT296,3.592,2408-049
VAR444,0.0037,2408-050
VAR118,0.3444,2408-051
MAUX041,15.45,2408-052
MAUX021,1.4681,2408-053
MAUX020,0.2328,2408-054
MAT290,6.3,2408-055
MAT389,37.75,2408-056
MAT414,14.22,2408-057
MAT020,1.12,2408-058
VAR444,0.0037,2408-059
MAT040,2.9,2408-060
MAT398,7.7,2408-061
MAT396,5.25,2408-062
MAT397,4.9,2408-063
MAUX025,1.11,2408-064
MAUX021,1.4681,2408-065
MAUX020,0.2328,2408-066
MAT379,2.253,2408-067
MAT187,3.45,2408-068
MAT149,5.2,2408-069
MAT373,5.9,2408-070
MAT013,3.635,2408-071
MAT056,1.1,2408-072
MAT178,10.1,2408-073
MAT344,1.334,2408-074
MAT278,1.096,2408-075
MAT324,0.85,2408-076
MAT321,0.0,2408-077
MAT154,3.0,2408-078
MAT360,5.6862,2408-079
MAT021,2.1,2408-080
MAT174,2.9,2408-081
MAUX060,0.0226,2408-082
MAT257,3.6,2408-083
MAT400,3.45,2408-084
MAT297,5.4,2408-085
VAR444,0.0037,2408-086
MAT166,5.42,2408-087
MAT408,1.19,2408-088
MAT338,7.05,2408-089
MAUX042,0.0226,2408-090
MAUX046,0.0226,2408-091
MAUX047,0.0226,2408-092
MAT307,5.831,2408-093
MAT332,4.567,2408-094
MAT358,9.05,2408-095
MAT262,6.629,2408-096
MAT222,6.475,2408-097
MAT381,28.865,2408-098
MAUX021,1.4681,2408-099
MAUX020,0.2328,2408-100
MAUX021,1.4681,2408-101
MAUX020,0.2328,2408-102
MAUX042,0.0226,2408-103
MAT290,6.3,2408-104
VAR444,0.0037,2408-105
MAT269,5.2,2408-106
MAT104,0.049,2408-107
FCRO001,28.8,2408-108
FCRO003,28.04,2408-109
MAT290,6.3,2408-110
MAT318,5.0915,2408-111
VAR444,0.0037,2409-001
FCRO001,28.8,2409-002
FCRO003,28.04,2409-003
MAT292,0.0748,2409-004
MAT345,3.4925,2409-005
MAUX021,1.4681,2409-006
MAUX020,0.2328,2409-007
MAT021,2.1,2409-008
MAT154,3.0,2409-009
MAT345,3.4925,2409-010
MAUX058,0.0259,2409-011
MAUX057,0.0259,2409-012
VAR129,0.6806,2409-013
MAT397,4.9,2409-014
MAT398,7.7,2409-015
MAT359,11.42,2409-016
MAT229,18.67,2409-017
MAT388,11.34,2409-018
MAT319,26.0,2409-019
MAT149,5.2,2409-020
MAT158,3.55,2409-021
MAT178,10.1,2409-022
MAT414,14.22,2409-023
MAT056,1.1,2409-024
VAR420,4.27,2409-025
MAT239,0.716,2409-026
MAT241,1.074,2409-027
MAT287,1.537,2409-028
MAT296,3.592,2409-029
MAT339,2.107,2409-030
MAUX042,0.0259,2409-031
MAT027,0.809,2409-032
MAT311,1.509,2409-033
MAT312,1.8964,2409-034
MAT313,76.3851,2409-035
MAT314,5.078,2409-036
MAT315,63.47,2409-037
MAT073,0.97,2409-038
MAT033,0.96,2409-039
VAR444,0.0037,2409-040
VAR121,1.77,2409-041
MAT132,11.4,2409-042
MAUX024,0.0949,2409-043
MAT408,1.19,2409-044
MAT338,7.05,2409-045
MAT183,0.0205,2409-046
MAT344,1.334,2409-047
MAUX021,1.4681,2409-048
MAUX020,0.2328,2409-049
MAT414,14.22,2409-050
MAT397,4.9,2409-051
MAT398,7.7,2409-052
MAT297,5.4,2409-053
MAT396,5.25,2409-054
MAT373,5.9,2409-055
MAT290,6.3,2409-056
VAR444,0.0037,2409-057
MAUX064,0.1959,2409-058
MAUX065,0.1959,2409-059
MAT321,0.0,2409-060
VAR113,0.0097,2409-061
MAT183,0.0205,2409-062
MAT144,0.0221,2409-063
MAT196,0.1441,2409-064
MAUX001,0.2381,2409-065
MAUX002,0.4748,2409-066
MAT020,1.12,2409-067
MAUX063,7.75,2409-068
VAR422,0.4183,2409-069
VAR356,0.26,2409-070
VAR142,0.4254,2409-071
VAR444,0.0037,2409-072
MAUX021,1.4681,2409-073
MAUX020,0.2328,2409-074
MAT408,1.19,2409-075
MAT397,4.9,2409-076
MAT398,7.7,2409-077
MAUX047,0.0226,2409-078
MAT292,0.0748,2409-079
MAT343,1.236,2409-080
MAT389,37.83,2409-081
MAT414,14.22,2409-082
MAUX033,0.0135,2409-083
VAR398,0.0486,2409-084
MAUX025,1.11,2409-085
MAT379,2.253,2409-086
MAT320,6.62,2409-087
MAT388,11.34,2409-088
MAT319,26.0,2409-089
MAT149,5.2,2409-090
VAR444,0.0037,2409-091
MAT130,3.3333,2409-092
MAT242,1.988,2409-093
MAT397,4.9,2409-094
MAT396,5.25,2409-095
VAR119,0.1143,2409-096
MAT147,0.039,2409-097
FCRO004,29.28,2409-098
FCRO005,27.68,2409-099
VAR444,0.0037,2409-100
MAT324,0.85,2409-101
MAUX023,0.0012,2409-102
MAT021,2.1,2409-103
MAT071,12.1,2409-104
MAUX021,1.4681,2409-105
MAUX020,0.2328,2409-106
MAUX042,0.0226,2409-107
MAUX046,0.0226,2409-108
MAT296,3.492,2409-109
MAT333,0.729,2409-110
MAT339,2.007,2409-111
MAT278,1.096,2409-112
MAT190,1.337,2409-113
MAT104,0.049,2409-114
MAT320,6.62,2409-115
MAT373,5.9,2409-116
MAT372,8.2,2409-117
MAT347,5.661,2409-118
MAT380,15.33,2409-119
MAT262,6.629,2409-120
MAT349,9.615,2409-121
MAT038,8.1,2409-122
MAT344,1.334,2409-123
MAT360,5.6862,2409-124
MAT166,5.42,2409-125
MAT370,5.4,2409-126
MAT228,4.95,2409-127
MAT042,5.7,2409-128
VAR444,0.0037,2409-129
MAT137,12.77,2410-001
MAT303,1.236,2410-002
VAR112,0.007,2410-003
MAT021,2.1,2410-004
MAUX021,1.4681,2410-005
MAUX020,0.2328,2410-006
MAT178,10.1,2410-007
MAT233,6.2,2410-008
MAT158,3.55,2410-009
MAT154,3.0,2410-010
MAT415,0.0,2410-011
MAT397,4.9,2410-012
MAT398,7.7,2410-013
MAT297,5.4,2410-014
MAT414,14.22,2410-015
MAT269,5.4,2410-016
MAUX029,0.1694,2410-017
VAR424,0.1694,2410-018
MAUX026,0.1694,2410-019
MAT321,0.0,2410-020
MAT056,1.1,2410-021
MAUX067,0.0,2410-022
MAT396,5.25,2410-023
VAR444,0.004,2410-024
MAT174,2.2,2410-025
MAT161,4.55,2410-026
MAT292,0.0748,2410-027
MAT013,4.134,2410-028
MAT017,0.2848,2410-029
MAT104,0.049,2410-030
MAT388,11.34,2410-031
MAT359,11.42,2410-032
MAT320,6.62,2410-033
MAUX021,1.4681,2410-034
MAUX020,0.2328,2410-035
VAR420,4.27,2410-036
MAT027,0.809,2410-037
VAR444,0.004,2410-038
MAT356,2.75,2410-039
MAT344,1.334,2410-040
MAT278,1.096,2410-041
MAT021,2.1,2410-042
MAUX018,0.2991,2410-043
MAT041,1.45,2410-044
MAT290,6.3,2410-045
MAT286,2.9,2410-046
MAUX041,15.45,2410-047
MAUX016,0.0012,2410-048
VAR417,0.016,2410-049
MAT397,4.9,2410-050
MAT398,7.7,2410-051
MAT400,3.45,2410-052
MAT242,1.988,2410-053
MAT408,1.2,2410-054
MAT416,4.15,2410-055
MAT358,9.05,2410-056
MAT262,6.629,2410-057
MAT347,5.661,2410-058
MAT349,9.615,2410-059
MAT040,2.85,2410-060
MAUX021,1.4681,2410-061
MAUX020,0.2328,2410-062
MAT073,1.01,2410-063
MAT033,1.0,2410-064
VAR444,0.004,2410-065
MAT067,11.5,2410-066
VAR313,6.28,2410-067
MAT290,6.1,2410-068
VAR444,0.004,2410-069
MAT013,4.1695,2410-070
MAT020,1.12,2410-071
MAUX042,0.0231,2410-072
MAUX046,0.0231,2410-073
MAUX047,0.0231,2410-074
MAUX058,0.0231,2410-075
MAUX060,0.0231,2410-076
MAUX057,0.0231,2410-077
MAT379,2.253,2410-078
MAT389,37.75,2410-079
MAT345,3.4925,2410-080
MAT290,6.3,2410-081
MAT048,7.4,2410-082
MAT370,5.4,2410-083
MAUX025,1.11,2410-084
MAUX021,1.4681,2410-085
MAUX020,0.2328,2410-086
FCRO001,28.8,2410-087
MAT398,7.7,2410-088
MAT397,4.9,2410-089
MAT396,5.25,2410-090
MAT154,3.0,2410-091
MAT344,1.334,2410-092
MAT056,1.1,2410-093
MAT038,8.1,2410-094
MAT416,4.15,2410-095
MAT414,13.72,2410-096
MAT290,6.1,2410-097
MAT048,6.9,2410-098
MAUX020,0.2328,2410-099
MAUX021,1.4681,2410-100
MAT319,26.0,2410-101
MAT320,6.62,2410-102
MAT359,11.42,2410-103
MAT027,0.809,2410-104
MAT372,8.2,2410-105
MAUX024,0.0949,2410-106
MAT324,0.85,2410-107
MAT021,2.1,2410-108
VAR444,0.004,2410-109
VAR444,0.004,2410-110
MAT239,0.716,2410-111
MAT241,1.074,2410-112
MAT287,1.537,2410-113
MAT296,3.492,2410-114
MAT339,2.007,2410-115
MAT355,2.3,2410-116
MAT190,1.337,2410-117
MAT104,0.049,2410-118
MAUX066,0.1397,2410-119
VAR444,0.004,2411-001
MAT292,0.0748,2411-002
MAT396,5.25,2411-003
MAT397,4.9,2411-004
MAT398,7.7,2411-005
MAT314,5.078,2411-006
MAT405,1.99,2411-007
MAT315,63.47,2411-008
MAT290,6.3,2411-009
MAUX021,1.4681,2411-010
MAUX020,0.2328,2411-011
MAT296,3.492,2411-012
MAT339,2.007,2411-013
MAT290,6.5,2411-014
MAT021,2.1,2411-015
MAT290,6.1,2411-016
MAT018,12.855,2411-017
MAT222,6.475,2411-018
MAT347,5.661,2411-019
MAT349,9.615,2411-020
MAT358,9.05,2411-021
MAUX041,15.45,2411-022
MAUX063,7.75,2411-023
VAR317,0.069,2411-024
VAR444,0.004,2411-025
MAT027,0.809,2411-026
MAT397,4.9,2411-028
MAT166,5.42,2411-029
MAT154,3.0,2411-030
MAUX020,0.2328,2411-031
MAUX021,1.4681,2411-032
MAT344,1.334,2411-033
VAR118,0.3474,2411-034
MAT322,13.19,2411-035
MAT320,6.62,2411-036
MAT388,11.34,2411-037
MAT269,6.48,2411-038
MAT290,6.3,2411-039
MAT149,5.2,2411-040
MAT137,12.77,2411-041
MAT178,10.1,2411-042
VAR444,0.004,2411-043
MAT013,4.763,2411-044
MAT292,0.0748,2411-045
MAT397,4.9,2411-046
MAT398,7.7,2411-047
MAT396,5.25,2411-048
MAT056,1.1,2411-049
MAUX042,0.0222,2411-050
MAUX046,0.0222,2411-051
MAUX047,0.0222,2411-052
MAT408,1.19,2411-053
MAT338,6.455,2411-054
VAR444,0.004,2411-055
MAT379,2.253,2411-056
MAT414,13.72,2411-057
MAT360,5.6862,2411-058
MAT290,6.1,2411-059
MAT373,5.9,2411-060
MAT041,1.65,2411-061
MAUX021,1.4681,2411-062
MAUX020,0.2328,2411-063
MAT033,1.0,2411-064
MAT021,2.5,2411-065
MAT303,1.236,2411-066
MAT343,1.236,2411-067
MAT242,1.988,2411-068
MAT297,5.4,2411-069
MAT398,7.7,2411-070
MAT396,5.25,2411-071
MAT397,4.9,2411-072
MAT307,5.831,2411-073
MAT055,10.149,2411-074
MAT262,6.629,2411-075
MAT271,6.255,2411-076
MAT270,7.85,2411-077
MAT349,9.615,2411-078
MAUX060,0.0222,2411-079
VAR113,0.0097,2411-080
MAUX021,1.4681,2411-081
MAUX020,0.2328,2411-082
MAT234,9.5,2411-083
MAT290,6.1,2411-084
MAT021,2.5,2411-085
MAT290,6.05,2411-086
MAT414,13.72,2411-087
MAT319,26.0,2411-088
MAT320,6.62,2411-089
MAT359,11.42,2411-090
MAT388,11.34,2411-091
MAT408,1.19,2411-092
MAT389,37.75,2411-093
VAR121,1.77,2411-094
MAT166,5.42,2411-095
VAR420,4.27,2411-096
MAT013,4.763,2411-097
MAT414,13.72,2411-098
VAR444,0.004,2411-099
MAT400,3.45,2411-100
MAT397,4.9,2411-101
MAT398,7.7,2411-102
MAT396,5.25,2411-103
MAT296,3.492,2411-104
MAT339,2.007,2411-105
MAT364,1.97,2411-106
MAT321,9.0,2411-107
MAT187,3.45,2411-108
MAUX021,1.4681,2411-109
MAUX020,0.2328,2411-110
MAT321,0.0,2411-112
MAT038,8.1,2411-113
MAT178,10.1,2411-114
MAUX025,1.11,2411-115
MAT419,5.8,2411-116
MAT278,1.096,2411-117
MAT344,1.334,2411-118
MAT056,1.15,2411-119
VAR400,226.178,2411-120
VAR444,0.004,2411-121
MAT290,6.3,2411-122
VAR398,0.0486,2411-123
MAT290,6.1,2411-124
MAT333,0.729,2411-125
MAT296,3.492,2411-126
MAT132,11.4,2412-001
MAT290,6.1,2412-002
VAR444,0.004,2412-003
MAT292,0.0748,2412-004
MAUX021,1.4681,2412-005
MAUX020,0.2328,2412-006
VAR423,0.2626,2412-007
MAT321,0.0,2412-008
MAT104,0.049,2412-009
MAT017,0.2848,2412-010
MAT190,1.337,2412-011
MAT308,0.194,2412-012
MAT310,0.194,2412-013
MAT290,6.4,2412-014
VAR142,0.4467,2412-015
MAUX068,0.272,2412-016
MAT048,9.3,2412-017
MAT048,9.3,2412-018
MAT324,0.85,2412-019
VAR122,7.35,2412-020
VAR123,5.25,2412-021
MAT147,0.039,2412-022
MAUX041,15.45,2412-023
MAT040,2.85,2412-024
MAT345,3.4925,2412-025
MAT067,12.0,2412-026
VAR444,0.004,2412-027
MAUX024,0.0949,2412-028
MAUX021,1.4681,2412-029
MAUX020,0.2328,2412-030
MAT154,3.0,2412-031
MAT129,1.84,2412-032
VAR417,0.016,2412-033
MAT332,4.567,2412-034
MAT347,5.661,2412-035
MAT262,6.629,2412-036
MAUX001,0.2381,2412-037
MAUX002,0.4748,2412-038
MAT020,1.12,2412-039
MAT056,1.15,2412-040
MAT073,1.01,2412-041
MAT033,1.0,2412-042
MAT026,0.7006,2412-043
MAT338,6.455,2412-044
MAT183,0.0218,2412-045
MAUX042,0.0226,2412-046
MAUX058,0.0226,2412-047
MAUX060,0.0226,2412-048
MAUX057,0.0226,2412-049
VAR444,0.004,2412-050
FCRO001,28.8,2412-051
MAT290,6.1,2412-052
MAT290,6.4,2412-053
MAT290,6.1,2412-054
MAT178,10.1,2412-055
MAT326,4.0,2412-056
MAUX021,1.4681,2412-057
MAUX020,0.2328,2412-058
MAT268,9.25,2412-059
MAT314,5.078,2412-060
MAT315,63.47,2412-061
MAT330,0.5346,2412-062
MAT323,13.11,2412-063
MAT405,1.99,2412-064
MAT229,18.67,2412-065
MAT320,6.62,2412-066
MAT322,13.19,2412-067
MAT388,11.34,2412-068
MAT021,2.7,2412-069
MAT187,3.45,2412-070
MAT013,4.763,2412-071
MAT021,2.5,2412-072
MAUX016,0.0012,2412-073
FCRO010,27.68,2412-074
FCRO008,28.04,2412-075
FCRO009,29.28,2412-076
FCRO006,28.8,2412-077
FCRO007,30.88,2412-078
MAT149,5.2,2412-079
VAR444,0.004,2412-080
MAT166,5.42,2412-081
MAT379,2.253,2412-082
MAT379,2.253,2412-083
MAT137,12.77,2412-084
MAT239,0.716,2412-085
MAT241,1.074,2412-086
MAT287,1.537,2412-087
MAT296,3.492,2412-088
MAT339,2.007,2412-089
MAT154,3.0,2412-090
MAT370,5.4,2412-091
MAUX021,1.4681,2412-092
MAUX020,0.2328,2412-093
MAT373,5.9,2412-094
MAT048,7.1,2412-095
MAT048,7.1,2412-096
MAT290,6.3,2412-097
VAR444,0.004,2412-098
MAT021,2.7,2412-099
MAT056,1.15,2412-100
MAT149,5.2,2412-101
MAT417,6.65,2412-102
MAT278,1.096,2412-103
MAT344,1.334,2412-104
MAT060,0.85,2412-105
MAT021,2.5,2412-106
MAT297,5.4,2412-107
MAT397,4.9,2412-108
MAT396,5.25,2412-109
MAT290,6.3,2412-110
VAR444,0.004,2412-111
MAT149,4.65,2412-112
MAT359,11.42,2412-113
MAT320,6.62,2412-114
MAT319,26.0,2412-115
MAUX026,0.1803,2412-116
MAUX029,0.1803,2412-117
VAR424,0.1803,2412-118
MAUX021,1.4681,2412-119
MAUX020,0.2328,2412-120
MAUX016,0.0012,2412-121
MAT056,1.15,2501-001
MAT262,6.629,2501-002
MAT349,9.615,2501-003
MAT358,9.05,2501-004
MAT372,8.2,2501-005
MAT380,15.33,2501-006
MAUX023,0.0012,2501-007
FCRO003,28.04,2501-008
FCRO005,27.68,2501-009
FGAR004,28.8,2501-010
MAT373,5.08,2501-011
MAT338,4.47,2501-012
VAR444,0.004,2501-013
MAT290,6.4,2501-014
MAT071,12.1,2501-015
MAT017,0.2848,2501-016
MAT104,0.049,2501-017
MAT277,4.532,2501-018
MAT296,3.492,2501-019
MAT339,2.007,2501-020
MAT149,4.65,2501-021
MAT292,0.0748,2501-022
MAT021,2.7,2501-023
MAUX047,0.0219,2501-024
MAUX046,0.0219,2501-025
MAUX042,0.022,2501-026
MAT290,6.3,2501-027
MAT290,6.3,2501-028
MAUX021,1.4681,2501-029
MAUX020,0.2328,2501-030
VAR444,0.004,2501-031
MAT345,3.4925,2501-032
MAT290,6.3,2501-033
MAT242,1.988,2501-034
MAT297,5.4,2501-035
MAT396,5.25,2501-036
MAT397,4.9,2501-037
MAT388,11.34,2501-038
MAT290,6.05,2501-039
MAT056,1.15,2501-040
MAT021,2.5,2501-041
MAT013,4.763,2501-042
VAR420,4.27,2501-043
MAT073,1.01,2501-044
MAT033,1.01,2501-045
MAUX021,1.4681,2501-046
MAUX020,0.2328,2501-047
MAT344,1.334,2501-048
MAT313,81.616,2501-049
MAT040,2.85,2501-050
MAT367,6.354,2501-051
MAT352,8.07,2501-052
MAT158,3.2,2501-053
MAT067,12.0,2501-054
VAR444,0.004,2501-055
MAT379,2.253,2501-056
MAT357,6.0,2501-057
MAT187,3.45,2501-058
MAT228,4.95,2501-059
MAT290,6.3,2501-060
MAT400,4.75,2501-061
MAUX025,1.11,2501-062
MAT038,8.1,2501-063
MAT324,0.85,2501-064
MAT154,3.0,2501-065
MAT389,37.18,2501-066
MAT326,4.0,2501-067
MAT320,6.62,2501-068
MAT319,26.0,2501-069
MAT397,4.9,2501-070
MAUX021,1.4681,2501-071
MAUX020,0.2328,2501-072
MAT408,1.39,2501-073
MAT262,6.629,2501-074
MAT347,5.661,2501-075
MAT048,7.45,2501-076
VAR444,0.004,2501-077
MAT419,5.8,2501-078
MAT290,6.35,2501-079
MAT290,6.35,2501-080
MAT042,5.7,2501-081
MAT286,2.9,2501-082
MAT360,5.6862,2501-083
MAT166,5.76,2501-084
MAT020,1.12,2501-085
VAR444,0.004,2501-086
MAT178,10.1,2501-087
MAT147,0.039,2501-088
MAT396,5.25,2501-089
FCRO001,28.8,2501-090
FCRO002,30.88,2501-091
MAT396,5.25,2501-092
MAT021,2.5,2501-093
MAT269,8.25,2501-094
MAT278,1.096,2501-095
MAT357,6.0,2501-096
MAUX021,1.4681,2501-097
MAUX020,0.2328,2501-098
VAR444,0.004,2501-099
MAT027,0.809,2501-100
MAT414,13.72,2501-101
MAT332,4.567,2501-102
MAT271,6.255,2501-103
MAT404,18.2,2501-104
MAUX057,0.0196,2501-105
MAUX058,0.0196,2501-106
MAUX060,0.0196,2501-107
MAUX042,0.0196,2501-108
MAT048,7.45,2501-109
MAUX024,0.0974,2501-110
MAT290,6.35,2501-111
MAT290,6.7,2501-112
MAT324,0.85,2501-113
MAT344,1.334,2501-114
MAT130,3.3333,2502-001
MAT338,4.55,2502-002
VAR444,0.004,2502-003
MAT020,1.12,2502-004
MAT397,4.9,2502-005
MAT297,5.4,2502-006
MAT013,4.763,2502-007
MAT041,1.65,2502-008
MAT292,0.0748,2502-009
MAT196,0.1411,2502-010
MAT313,81.61,2502-011
MAT314,5.078,2502-012
MAT315,63.47,2502-013
MAT330,0.5346,2502-014
FGAR003,27.68,2502-015
FGAR005,29.28,2502-016
FCRO006,28.8,2502-017
MAUX063,7.75,2502-018
MAUX021,1.4681,2502-019
MAUX020,0.2328,2502-020
MAT241,1.074,2502-021
MAT287,1.537,2502-022
MAT296,3.492,2502-023
MAT339,2.007,2502-024
MAT355,2.3,2502-025
MAT132,11.4,2502-026
MAUX029,0.2091,2502-027
MAUX026,0.2091,2502-028
VAR424,0.2091,2502-029
VAR121,1.77,2502-030
VAR444,0.004,2502-031
MAT379,2.253,2502-032
VAR317,0.069,2502-033
MAT388,11.34,2502-034
MAT319,26.0,2502-035
MAT373,5.08,2502-036
MAT166,5.76,2502-037
MAT178,10.1,2502-038
MAT397,4.9,2502-039
MAT418,1.16,2502-040
MAUX021,1.4681,2502-041
MAUX020,0.2328,2502-042
MAT318,3.5,2502-043
MAT104,0.049,2502-044
MAT190,1.337,2502-045
MAT422,6.83,2502-046
MAT431,0.0,2502-047
MAT303,1.236,2502-048
MAT290,6.35,2502-049
MAT290,6.35,2502-050
VAR444,0.004,2502-051
MAT424,42.35,2502-052
MAT183,0.0205,2502-053
MAT137,12.77,2502-054
MAT414,13.72,2502-055
VAR444,0.004,2502-056
MAT344,1.233,2502-057
MAT056,1.15,2502-058
MAT426,52.87,2502-059
MAUX021,1.4681,2502-060
MAUX020,0.2328,2502-061
MAT021,2.5,2502-062
MAT419,6.99,2502-063
MAT187,3.45,2502-064
MAT042,5.67,2502-065
MAT290,6.05,2502-066
MAT292,0.0748,2502-067
MAT321,0.0,2502-068
VAR420,4.27,2502-069
MAUX001,0.2381,2502-070
MAUX002,0.4748,2502-071
MAT345,3.4925,2502-072
MAT013,4.7651,2502-073
VAR444,0.004,2502-074
MAT357,6.0,2502-075
MAT408,1.39,2502-076
MAT290,6.35,2502-077
MAUX025,1.11,2502-078
MAT290,6.35,2502-079
MAT423,9.1,2502-080
MAT154,3.0,2502-081
MAUX069,0.148,2502-082
MAUX021,1.4681,2502-083
MAUX020,0.2328,2502-084
MAT339,2.007,2502-085
MAT296,3.492,2502-086
VAR444,0.004,2502-087
MAT149,4.9,2502-088
MAT290,6.65,2502-089
MAT229,18.67,2502-090
MAT322,13.19,2502-091
MAT320,6.62,2502-092
MAT388,11.34,2502-093
MAT319,26.0,2502-094
MAT324,0.85,2502-095
MAT038,8.1,2502-096
MAT071,10.41,2502-097
MAT379,2.253,2502-098
VAR113,0.0097,2502-099
VAR417,0.016,2502-100
MAT422,6.83,2502-101
MAT104,0.049,2502-102
MAT425,30.846,2502-103
MAT278,1.096,2502-104
MAT020,1.12,2502-105
MAT287,1.537,2502-106
MAT296,3.492,2502-107
MAT239,0.716,2502-108
MAT242,1.988,2502-109
MAT297,5.4,2502-110
MAT396,5.5,2502-111
MAT397,4.9,2502-112
MAT158,3.14,2502-113
MAT178,10.1,2503-001
MAT040,2.85,2503-002
MAT041,1.5,2503-003
MAUX072,0.092,2503-004
MAT389,37.18,2503-005
MAT435,14.1,2503-006
MAUX063,7.75,2503-007
MAT262,6.629,2503-008
MAT352,8.07,2503-009
MAT429,5.1,2503-010
MAT421,14.323,2503-011
MAT367,6.354,2503-012
